name,nationality,dob,highest_rank,highest_rank_year,handed,turned_pro,fav_surface,last10_win,rank,points,rank_2023,win_loss_2023,win_loss_clay_2023,win_loss_hardcourt_2023,win_loss_indoor_2023,win_loss_grass_2023,win_loss_other_2023,rank_2022,win_loss_2022,win_loss_clay_2022,win_loss_hardcourt_2022,win_loss_indoor_2022,win_loss_grass_2022,win_loss_other_2022,rank_2021,win_loss_2021,win_loss_clay_2021,win_loss_hardcourt_2021,win_loss_indoor_2021,win_loss_grass_2021,win_loss_other_2021,rank_2020,win_loss_2020,win_loss_clay_2020,win_loss_hardcourt_2020,win_loss_indoor_2020,win_loss_grass_2020,win_loss_other_2020,rank_2019,win_loss_2019,win_loss_clay_2019,win_loss_hardcourt_2019,win_loss_indoor_2019,win_loss_grass_2019,win_loss_other_2019,rank_2018,win_loss_2018,win_loss_clay_2018,win_loss_hardcourt_2018,win_loss_indoor_2018,win_loss_grass_2018,win_loss_other_2018,total_win_loss,total_win_loss_clay,total_win_loss_hardcourt,total_win_loss_indoor,total_win_loss_grass,total_win_loss_other
"Onishi, Ken",Japan,1996-02-18,684,.2017,Right,,Clay,50%,-,-,,,,,,,,,,,,,,,1739,5/5,4/3,1/2,-,-,,1611,3/3,-,3/3,-,-,,1548,8/15,2/3,6/11,0/1,-,,1432,8/12,5/7,3/5,-,-,,103/109,32/33,67/68,4/8,0/0,
"Addison, Aaron",Australia,1995-11-12,745,.2022,Right,,Hard,20%,1090,453,-,1/1,-,-,-,1/1,,779,16/25,1/4,15/21,-,-,,,,,,,,,1097,0/3,-,0/1,-,0/2,,1064,22/20,4/2,16/16,-,2/2,,1074,22/16,5/2,17/14,-,-,,143/139,26/26,112/104,0/0,5/9,
"Harper, Mitchell",Australia,1997-09-05,805,.2023,,,,50%,854,892,-,4/4,-,4/4,-,-,,806,30/19,-,26/17,4/2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45/36,2/7,39/27,4/2,0/0,
"Pathamarot, Worradit",Thailand,1992-05-24,,,Right,,Hard,0%,-,-,,,,,,,,2022,-,0/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/2,0/0,0/0,,
"Zeh, Melissa",Thailand,2004-07-30,,,,,,40%,-,-,,,,,,,,2022,-,4/8,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,4/8,0/0,0/0,,
"Jorge, Matilde",Portugal,2004-04-07,619,.2023,Right,,Clay,30%,619,134,-,5/9,2/4,1/1,2/3,-,0/1,634,17/22,5/6,8/11,1/4,-,3/1,827,6/16,0/4,5/9,1/3,-,-,1328,1/2,1/1,0/1,-,-,-,-,2/4,-,1/3,1/1,-,-,-,0/1,-,0/1,-,-,-,31/54,8/15,15/26,5/11,0/0,3/2
"Piech, Sophia",Austria,2003-10-23,,,,,,20%,-,-,,,,,,,,2022,1/3,1/2,-,-,,,2021,0/4,1/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,1/7,2/4,0/0,0/0,,
"Tsitsipas, Petros",Greece,2000-07-27,727,.2021,Right,,Hard,20%,1491,121,,,,,,,,1410,8/16,5/12,2/3,-,-,1/1,771,13/21,4/7,8/9,1/4,-,0/1,1004,18/18,-,16/18,-,-,2/0,1415,14/22,8/9,6/13,-,-,-,1989,9/16,1/2,7/13,0/1,-,1/0,70/115,18/31,47/77,1/5,0/0,4/2
"Lopicic, Andela",Serbia,2003-05-02,,,Left,,Clay,30%,-,-,2023,0/1,-,-,-,,,2022,2/6,1/3,-,-,,,2021,4/8,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,6/15,1/3,0/0,0/0,,
"Kraft, Tove",Sweden,1995-07-05,,,,,,25%,-,-,,,,,,,,,,,,,,,2021,-,1/3,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/0,1/3,0/0,0/0,,
"Maristany Zuleta de Reales, Guiomar",Spain,1999-02-19,285,.2023,Right,,,70%,312,365,-,11/6,7/3,3/2,1/1,-,,328,34/17,28/15,6/2,-,-,,402,17/17,13/12,1/1,3/4,-,,337,7/2,7/2,-,-,-,,354,24/22,10/13,13/6,1/3,-,,358,36/20,33/18,1/1,2/1,-,,206/124,173/101,26/14,7/9,0/0,
"O'Neill, Daniel",Ireland,1997-06-10,,,,,,10%,-,-,,,,,,,,,,,,,,,2021,-,0/5,-,-,,,2020,-,0/2,-,-,,,2019,-,2/3,-,-,,,2018,-,1/1,-,-,,,0/0,3/12,0/0,0/0,,
"Roncadelli, Franco",Uruguay,2000-02-06,699,.2023,,,,70%,699,742,-,10/8,7/3,3/5,-,-,,795,38/23,38/23,-,-,-,,1258,36/25,36/25,-,-,-,,-,3/5,3/3,0/2,-,-,,-,5/13,5/13,-,-,-,,1656,4/9,4/9,-,-,-,,96/85,93/78,3/7,0/0,0/0,
"Slavikova, Emma",Czech Republic,2003-01-24,,,Right,,,60%,-,-,2023,6/4,0/2,-,-,,,2022,7/8,1/4,0/2,-,,,2021,1/5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,14/17,1/6,0/2,0/0,,
"Oczachowska, Julia",Poland,2000-09-02,897,.2018,Left,,Hard,40%,-,-,,,,,,,,,,,,,,,1530,1/4,1/3,0/1,-,-,-,1208,4/3,-,-,-,-,4/3,1174,9/10,0/4,6/4,3/2,-,-,-,3/9,2/6,1/3,-,-,-,33/38,17/23,7/9,5/3,0/0,4/3
"Jovic, David",Bosnia & Herzegovina,2002-07-31,,,,,,0%,-,-,,,,,,,,,,,,,,,2021,0/2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/2,0/0,0/0,0/0,,
"Masic, Mila",Serbia,1997-11-29,,,Right,,Clay,50%,1084,996,-,1/3,1/3,-,-,-,,970,15/20,8/13,3/4,4/3,-,,-,4/5,4/5,-,-,-,,,,,,,,,,,,,,,,-,2/2,2/2,-,-,-,,45/53,37/40,4/8,4/5,0/0,
"Nguyen, Dang",Vietnam,2005-01-15,,,Right,,Hard,0%,-,-,,,,,,,,2022,-,0/3,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/3,0/0,0/0,,
"Hobbs, Adam",Singapore,1996-07-19,,,,,,10%,-,-,2023,-,0/1,-,-,,,2022,-,0/1,-,-,,,2021,-,1/10,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/0,1/12,0/0,0/0,,
"Feistel, Gina",Poland,2003-01-25,,,,,,50%,877,728,-,6/10,1/3,5/6,0/1,-,,895,23/14,13/7,10/7,-,-,,-,1/1,-,1/1,-,-,,,,,,,,,,,,,,,,,,,,,,,30/25,14/10,16/14,0/1,0/0,
"Daniell, Marcus",Canada,1990-12-03,77,2014,Right,2009,Hard,40%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36/38,0/1,20/26,3/4,12/6,1/1
"Kovacic, Tino",Slovenia,1998-03-12,,,Right,,,50%,-,1966,,,,,,,,2022,10/10,-,-,-,,,2021,0/2,-,-,-,,,2020,-,1/2,-,-,,,,,,,,,,2018,9/9,-,-,-,,,23/27,3/6,0/0,0/0,,
"Trocker, Moritz",Italy,2000-04-22,1292,9.2019,,,,20%,-,-,,,,,,,,-,2/4,-,2/3,0/1,-,,-,5/11,4/7,1/4,-,-,,1998,8/9,3/4,5/5,-,-,,1927,6/19,1/8,5/10,0/1,-,,1349,22/24,12/16,10/8,-,-,,64/96,39/58,25/36,0/2,0/0,
"Gruszczynska, Rozalia",Poland,2004-03-17,,,,,,40%,-,-,,,,,,,,2022,8/7,-,-,-,-,,2021,0/1,-,-,-,-,,2020,-,-,-,-,1/2,,,,,,,,,,,,,,,,8/8,0/0,0/0,0/0,1/2,
"Bojko, Filip",Poland,2004-07-19,,,,,,17%,-,-,2023,-,0/2,-,-,,,2022,1/3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/3,0/2,0/0,0/0,,
"Wagner, Anita",Bosnia & Herzegovina,1994-06-27,633,.2013,Right,,,40%,-,294,-,0/2,0/1,-,0/1,-,-,-,8/8,6/6,2/2,-,-,-,839,9/18,6/10,1/4,2/4,-,-,854,22/18,4/3,5/5,-,-,13/10,885,18/25,11/13,6/8,1/2,-,0/2,762,8/11,3/10,5/1,-,-,-,123/148,70/88,36/39,4/9,0/0,13/12
"Bernales, Jessica",USA,2006-06-22,,,Right,,Hard,43%,-,785,2023,-,2/2,-,-,,,2022,-,0/1,-,-,,,2021,-,1/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/0,3/4,0/0,0/0,,
"Puljic, Luka",Bosnia & Herzegovina,2001-01-14,,,,,,40%,-,-,2023,1/1,-,-,-,,,,,,,,,,2021,4/5,-,-,-,,,,,,,,,,2019,3/3,-,-,-,,,2018,4/3,-,-,-,,,12/12,0/0,0/0,0/0,,
"Niculescu, Monica",Romania,1987-09-25,28,2012,Right,2002,Hard,60%,-,39,,,,,,,,,,,,,,,274,11/12,2/1,2/8,1/1,6/2,-,144,7/4,3/1,3/2,-,-,1/1,118,23/15,2/1,11/10,4/2,6/2,-,99,29/21,-,20/12,9/7,0/2,-,315/271,44/49,168/146,70/42,30/27,3/7
"Mohamed Hamdy Hassan Moussa, Farida",Egypt,2006-12-10,,,Right,,Clay,40%,-,-,,,,,,,,2022,7/7,-,-,-,,,2021,4/3,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,11/10,0/1,0/0,0/0,,
"Sim, Solhee",Republic of Korea,1997-04-30,,,,,,25%,-,-,,,,,,,,2022,-,1/3,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,1/3,0/0,0/0,,
"Alvarado, Roby",Colombia,2003-11-22,,,,,,0%,-,-,,,,,,,,,,,,,,,2021,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/0,0/0,0/0,,
"Ichikawa, Seiichiro",Japan,1984-05-18,,,,,,0%,-,-,2023,-,1/14,-,-,,,2022,-,0/16,-,-,,,2021,1/2,0/14,-,-,,,2020,0/2,-,-,-,,,,,,,,,,2018,0/1,-,-,-,,,1/7,1/44,0/0,0/0,,
"Akingbade, Ronke",Nigeria,1988-01-28,,,Right,,Hard,30%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,-,1/2,-,-,,,2018,-,1/2,-,-,,,0/0,5/12,0/0,0/0,,
"Petrova, Vilena",Neutral,1999-05-08,,,,,,50%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2/4,1/1,7/5,-,,,2018,3/5,-,-,-,,,5/9,1/1,7/5,0/0,,
"Franco, Tobias",Argentina,2001-12-26,,,,,,50%,946,832,-,9/8,9/8,-,-,-,-,994,14/25,11/20,2/4,-,-,1/1,2062,16/18,13/12,3/6,-,-,-,-,0/3,0/3,-,-,-,-,-,1/4,1/4,-,-,-,-,,,,,,,,40/58,34/47,5/10,0/0,0/0,1/1
"Marcora, Roberto",Italy,1989-08-30,150,.2020,Right,2009,Clay,50%,566,1265,-,3/4,-,3/4,-,-,-,684,4/7,-,4/5,0/1,0/1,-,202,14/35,7/14,3/9,3/10,1/2,-,180,24/17,3/5,11/7,10/5,-,-,181,36/31,12/14,7/5,17/11,0/1,-,276,69/34,46/23,16/7,7/4,-,-,321/255,187/136,75/60,57/54,1/5,1/0
"Birrell, Kimberly",Australia,1998-04-29,111,.2023,Right,2014,Hard,30%,111,223,-,19/13,3/5,16/8,-,-,-,174,42/25,3/2,39/20,-,0/3,-,741,2/4,-,2/4,-,-,-,,,,,,,,251,7/15,2/5,4/6,-,1/3,0/1,283,36/27,4/6,27/17,-,5/4,-,154/135,17/22,124/94,0/0,13/17,0/2
"Nur Azizah, Tiara Naura",Indonesia,2006-12-15,,,,,Hard,29%,-,-,2023,-,2/5,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,2/5,0/0,0/0,,
"Wertheimer, Dor Yakob",Israel,1984-03-16,,,Right,,Hard,30%,-,-,,,,,,,,2022,-,0/2,-,-,,,2021,-,3/3,-,-,,,,,,,,,,2019,-,5/7,-,-,,,2018,-,14/14,-,-,,,0/0,25/32,0/0,0/0,,
"Dell'Elba, V.",Italy,1999-02-06,1916,1.2023,,,,30%,2003,-,-,9/11,3/3,6/8,-,-,,1928,10/7,0/3,10/4,-,-,,-,4/13,3/11,1/2,-,-,,-,0/1,-,0/1,-,-,,-,4/18,4/13,0/5,-,-,,-,12/24,4/12,8/12,-,-,,49/114,20/65,29/49,0/0,0/0,
"Tasenkov, Vladislav",Neutral,2002-05-23,,,Right,,Hard,0%,-,-,,,,,,,,2022,0/5,-,0/1,-,,,2021,2/16,-,0/4,-,,,2020,-,-,0/1,-,,,2019,-,1/2,-,-,,,2018,0/4,-,-,-,,,4/30,1/2,0/6,0/0,,
"Hannestad, Benjamin",Denmark,1997-02-14,919,.2017,Right,,Hard,40%,1969,660,-,1/2,-,1/2,-,-,-,1952,9/11,0/3,7/5,2/3,-,-,1264,5/4,5/4,-,-,-,-,,,,,,,,,,,,,,,-,1/1,-,-,1/1,-,-,67/52,23/18,40/28,3/4,0/0,1/2
"Polmans, Greg",Australia,2000-01-10,1676,7.2017,Right,,Clay,20%,-,-,-,0/1,0/1,-,-,-,,-,1/2,1/2,-,-,-,,,,,,,,,,,,,,,,-,0/1,0/1,-,-,-,,-,2/8,2/7,0/1,-,-,,16/22,15/20,0/1,0/0,1/1,
"Biddaiah, Shane",India,1995-12-22,,,Right,,Hard,20%,-,-,,,,,,,,2022,-,0/4,-,-,,,,,,,,,,,,,,,,,,,,,,,,2018,-,2/3,-,-,,,0/2,2/21,0/0,0/0,,
"Stoiber, Ranah Akua",Great Britain,2005-05-25,,,Right,,Clay,70%,865,1041,-,4/2,-,4/2,-,-,,841,7/9,2/1,2/4,0/2,3/2,,-,0/1,-,-,-,0/1,,,,,,,,,,,,,,,,,,,,,,,11/12,2/1,6/6,0/2,3/3,
"Villoslada, Edouard",France,2000-01-30,,,,,,60%,1367,1712,-,9/6,9/6,-,-,-,,1340,17/22,13/11,4/10,0/1,-,,1308,39/27,20/16,19/10,0/1,-,,-,1/2,0/1,1/1,-,-,,,,,,,,,,,,,,,,66/57,42/34,24/21,0/2,0/0,
"Nincevic, Frane",Croatia,1999-06-17,1009,3.2022,,,,50%,1333,614,-,0/1,0/1,-,-,-,,1186,15/14,15/14,-,-,-,,1023,13/17,10/15,3/2,-,-,,1602,4/5,0/1,2/3,2/1,-,,1535,12/18,9/12,1/3,2/3,-,,-,5/8,5/6,0/2,-,-,,60/76,47/59,9/13,4/4,0/0,
"Riera, Julia",Argentina,2002-05-29,193,.2023,Right,,Hard,90%,193,325,-,31/9,26/9,-,-,-,5/0,261,50/26,42/21,8/5,-,-,-,663,41/17,20/9,21/8,-,-,-,,,,,,,,1174,10/11,10/11,-,-,-,-,-,4/4,4/4,-,-,-,-,140/71,106/57,29/14,0/0,0/0,5/0
"Chazal, Maxime",France,1993-04-24,234,.2016,Right,2010,Clay,70%,446,1687,-,28/15,15/6,13/9,-,-,-,571,38/27,35/25,3/2,-,-,-,594,9/6,9/5,-,0/1,-,-,407,26/24,-,0/1,-,-,26/23,380,44/26,43/24,1/1,0/1,-,-,649,31/29,30/26,1/3,-,-,-,391/262,338/198,25/30,0/10,2/1,26/23
"Caruso, Antonio",Italy,1999-08-14,,,Right,,,50%,-,-,2023,8/6,-,-,-,,,2022,1/5,4/6,-,-,,,2021,5/13,0/2,-,-,,,,,,,,,,2019,2/1,0/1,-,-,,,,,,,,,,16/25,4/9,0/0,0/0,,
"Bonifacius, Rafn",Iceland,1994-10-17,,,Left,,,40%,-,-,2023,-,0/2,-,-,-,,2022,0/1,2/4,-,-,2/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/1,2/6,0/0,0/0,2/1,
"Codescu, Razvan Marius",Romania,1998-08-14,1484,5.2018,Right,,Clay,10%,-,-,,,,,,,,-,1/10,1/10,-,-,-,,-,3/6,1/4,2/2,-,-,,-,2/1,-,2/1,-,-,,1755,12/11,10/8,2/3,-,-,,1989,32/20,28/17,4/3,-,-,,102/91,83/74,19/17,0/0,0/0,
"Hlinkova, Patricia",Slovakia,2001-01-08,,,,,,20%,-,-,,,,,,,,2022,0/1,0/2,-,-,,,2021,-,2/2,-,-,,,2020,-,-,0/1,-,,,2019,1/2,-,-,-,,,,,,,,,,1/3,2/4,0/1,0/0,,
"Daniel, Jaeda",USA,1999-07-28,615,.2016,,,,50%,874,418,-,14/13,6/6,8/7,-,-,,1153,18/12,-,18/12,-,-,,,,,,,,,,,,,,,,,,,,,,,-,2/1,2/1,-,-,-,,105/92,47/49,58/43,0/0,0/0,
"Matushkina, Kira",Neutral,2006-01-03,,,,,,60%,-,-,2023,8/4,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/4,0/0,0/0,0/0,,
"Wi, Hwiwon",Republic of Korea,2002-05-20,894,.2022,,,,20%,1013,642,2023,-,2/5,-,-,,,2022,-,6/12,0/1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,8/17,0/1,0/0,,
"van Weldam, Steffan",Netherlands,2004-09-04,,,Right,,,30%,-,-,2023,0/2,-,-,-,,,2022,3/5,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/7,0/1,0/0,0/0,,
"Bonnaud, Arthur",France,1997-03-30,,,Left,,,50%,-,-,2023,4/5,-,2/2,-,,,2022,19/17,2/3,-,-,,,2021,2/3,1/3,0/2,-,,,,,,,,,,,,,,,,,,,,,,,,25/25,3/6,2/4,0/0,,
"Sabatini, Fitriani",Indonesia,2001-02-13,,,,,,50%,-,1109,2023,-,7/6,-,-,,,,,,,,,,2021,-,6/5,-,-,,,,,,,,,,2019,-,3/3,-,-,,,2018,-,4/3,-,-,,,0/0,20/17,0/0,0/0,,
"Lottner, Antonia",Germany,1996-08-13,128,.2018,Right,2011,Hard,20%,-,-,,,,,,,,-,0/4,0/1,0/2,-,0/1,-,441,2/4,1/3,1/1,-,-,-,179,5/4,0/1,3/2,2/1,-,-,161,30/23,14/9,2/2,11/9,3/3,-,194,21/23,7/9,2/4,1/6,10/3,1/1,181/144,89/66,24/27,49/40,18/10,1/1
"Aranzabal, Naroa",Spain,2005-08-24,,,,,,40%,-,1409,2023,3/5,3/2,-,-,,,2022,10/6,4/7,-,-,,,2021,2/4,2/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,15/15,9/10,0/0,0/0,,
"Serrano, Marta",Portugal,2005-11-04,,,,,,0%,-,-,,,,,,,,,,,,,,,2021,-,-,0/1,-,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/0,0/1,0/0,,
"Gillam, Kylel",USA,1997-07-16,,,,,,0%,-,-,,,,,,,,2022,-,0/6,-,-,,,2021,-,0/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/8,0/0,0/0,,
"Roselt, Rayne",South Africa,1996-04-03,,,Right,,Hard,30%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,-,1/3,-,-,0/1,,2018,0/3,8/11,-,-,-,,0/3,17/30,0/0,0/0,0/1,
"Lene, Emma",France,1999-07-15,415,.2023,,,,50%,418,916,-,24/11,14/8,9/2,1/1,-,,711,24/14,18/10,4/3,2/1,-,,995,21/15,9/5,11/8,1/2,-,,1147,6/5,6/5,-,-,-,,1039,10/20,5/10,5/9,0/1,-,,733,23/20,10/13,5/2,8/5,-,,147/128,93/82,42/36,12/10,0/0,
"Pinto Goncalves, Martim",Portugal,2007-12-17,,,,,,0%,-,-,2023,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/1,0/0,0/0,,
"Dica , Nini Gabriel",Romania,2001-04-29,1082,1.2019,Right,,Clay,50%,-,-,-,3/2,3/2,-,-,-,-,,,,,,,,,,,,,,,1134,8/16,2/1,0/2,-,-,6/13,1106,10/10,10/10,-,-,-,-,1656,4/1,4/1,-,-,-,-,25/30,19/15,0/2,0/0,0/0,6/13
"Fossati, Carlo Alberto",Italy,1999-01-25,1142,5.2023,,,,60%,1142,1630,-,8/5,7/4,-,1/1,-,,1299,19/14,6/7,9/6,4/1,-,,-,9/14,6/11,1/2,2/1,-,,-,1/3,-,1/3,-,-,,-,8/8,6/7,2/1,-,-,,-,12/9,11/8,1/1,-,-,,60/57,39/41,14/13,7/3,0/0,
"Maximiliano, Vitoria",Brazil,2005-03-20,,,Right,,Hard,25%,-,-,,,,,,,,2022,1/3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/3,0/0,0/0,0/0,,
"Sherif, Jermine",Egypt,2005-09-26,,,Right,,Clay,20%,-,-,,,,,,,,2022,4/3,1/7,-,-,,,2021,6/5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,10/8,1/7,0/0,0/0,,
"Richardson, Connor",Australia,1997-04-15,,,,,,10%,-,-,,,,,,,,2022,-,0/1,-,-,,,,,,,,,,,,,,,,,2019,-,0/1,-,-,,,2018,0/5,0/1,-,-,,,1/8,1/5,0/0,0/0,,
"Yadav, Radhika",India,2000-03-23,,,Right,,Clay,10%,-,-,2023,1/4,0/1,-,-,,,2022,0/3,0/3,-,-,,,2021,-,2/4,-,-,,,,,,,,,,2019,0/4,-,-,-,,,2018,-,0/2,-,-,,,1/11,4/11,0/0,0/0,,
"Zeng, Yaojie",China,2002-01-30,,,,,,40%,-,-,,,,,,,,2022,1/1,4/6,-,-,,,,,,,,,,,,,,,,,2019,3/2,0/2,-,-,,,,,,,,,,4/3,4/10,0/0,0/0,,
"Mendoza, Jurence Zosimo",Philippines,1996-05-29,1886,2.2019,Left,,Hard,20%,-,-,,,,,,,,-,3/9,-,3/8,0/1,-,,2153,0/1,-,0/1,-,-,,,,,,,,,1889,11/10,2/1,9/9,-,-,,-,0/1,-,0/1,-,-,,18/24,2/1,16/22,0/1,0/0,
"Terwindt, Tatiana",Paraguay,2000-05-23,,,,,,40%,-,-,,,,,,,,2022,0/1,-,-,-,,,2021,1/1,-,-,-,,,2020,-,0/1,-,-,,,2019,4/7,-,-,-,,,2018,1/3,-,-,-,,,8/17,2/3,0/0,0/0,,
"Gervais, Julie",France,1991-07-22,374,.2019,Right,,Hard,50%,804,-,,,,,,,,787,4/3,4/3,-,-,-,,620,1/1,1/1,-,-,-,,424,5/4,-,4/2,1/2,-,,385,25/22,5/10,5/5,15/7,-,,444,34/23,18/12,8/4,8/7,-,,135/83,37/39,40/16,58/28,0/0,
"Hart, Jada Myii",USA,1998-03-19,851,.2019,,,,30%,-,324,-,1/1,-,1/1,-,-,,-,2/6,1/2,1/4,-,-,,1070,4/3,-,4/3,-,-,,,,,,,,,862,5/4,-,5/4,-,-,,,,,,,,,14/18,1/2,13/16,0/0,0/0,
"Cvijanovic, Jelena",Australia,2005-10-20,,,,,,50%,-,-,2023,4/4,-,-,5/2,,,2022,-,2/7,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/4,2/7,0/0,5/2,,
"Sugita, Yuichi",Japan,1988-09-18,36,2017,Right,2006,Grass,20%,915,-,-,1/3,-,1/3,-,-,-,913,2/13,0/2,1/4,1/3,0/4,-,161,7/14,0/3,3/5,3/3,1/3,-,102,14/15,1/3,9/8,4/4,-,-,103,45/28,-,27/16,11/6,7/5,0/1,149,13/31,0/6,5/14,2/5,4/4,2/2,379/321,13/35,235/189,79/55,46/38,6/4
"Uesugi, Kaito",Japan,1995-06-02,650,.2018,Right,,Hard,70%,952,165,-,8/4,-,8/4,-,-,,1165,11/10,4/3,7/7,-,-,,-,1/1,-,1/1,-,-,,,,,,,,,-,3/6,-,3/6,-,-,,688,29/18,1/1,27/15,1/2,-,,79/63,5/5,67/51,7/7,0/0,
"Conde Monfort, Laia",Spain,2001-05-26,1229,8.2019,,,,70%,-,-,,,,,,,,-,1/1,-,1/1,-,-,,1416,6/3,-,6/3,-,-,,,,,,,,,-,4/8,1/2,3/6,-,-,,-,10/13,5/7,3/4,2/2,-,,33/40,16/23,15/15,2/2,0/0,
"Sidorova, Kristiana",Neutral,2006-05-30,,,Right,,Grass,67%,-,-,,,,,,,,2022,5/2,1/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/2,1/1,0/0,0/0,,
"van Assendelft, Jip",Netherlands,2002-03-09,,,,,,50%,-,2295,,,,,,,,2022,3/2,3/3,0/1,-,,,2021,3/4,7/7,0/2,-,,,,,,,,,,,,,,,,,,,,,,,,6/6,10/10,0/3,0/0,,
"Lovqvist, Julia",Sweden,2003-03-06,992,.2020,Right,,,50%,1311,-,-,16/8,13/6,3/2,-,-,,-,4/2,4/2,-,-,-,,1301,4/7,4/3,0/3,0/1,-,,1018,6/5,2/3,4/2,-,-,,1005,12/9,1/2,9/5,2/2,-,,-,7/11,2/9,-,5/2,-,,55/45,26/26,16/12,13/7,0/0,
"Masafret, Pol",Spain,2003-09-12,,,Right,,Clay,0%,-,-,,,,,,,,2022,0/2,-,-,-,,,2021,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/2,0/1,0/0,0/0,,
"Stracquadanio, Sami",Italy,2005-02-14,,,Right,,Hard,0%,-,-,2023,-,0/1,-,-,,,,,,,,,,2021,0/1,0/6,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/7,0/0,0/0,,
"Kesharwani, Maan",India,2001-05-11,,,Right,,Hard,0%,-,-,2023,-,0/2,-,-,,,2022,-,0/1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,0/3,0/0,0/0,,
"Soeda, Go",Japan,1984-09-05,47,2012,Right,2003,Hard,30%,-,-,,,,,,,,606,5/13,0/2,4/6,1/5,-,-,247,8/20,0/4,4/8,4/6,0/2,-,133,6/9,1/1,3/4,2/3,-,0/1,121,44/27,4/2,24/19,7/3,9/3,-,230,28/25,0/2,17/18,8/4,3/1,-,502/392,13/30,355/252,94/63,34/37,6/10
"Rey Garcia, Alba",Spain,2002-06-29,618,.2023,Right,,Clay,40%,618,1478,-,15/12,9/8,6/4,-,-,,792,22/13,20/11,2/2,-,-,,860,29/27,22/17,7/10,-,-,,1045,9/7,9/6,0/1,-,-,,1186,9/10,1/4,8/6,-,-,,-,4/3,4/3,-,-,-,,88/72,65/49,23/23,0/0,0/0,
"Peruhova, Lyuboslava",Bulgaria,1994-01-18,,,Right,,Hard,30%,-,-,,,,,,,,,,,,,,,2021,0/1,1/1,-,-,,,,,,,,,,2019,2/7,1/4,-,-,,,2018,3/5,5/3,-,-,,,6/23,12/16,0/1,0/0,,
"Krcma, Tomas",Czech Republic,1999-09-06,,,Left,,Hard,0%,-,-,,,,,,,,2022,0/6,-,-,-,,,2021,0/6,-,0/1,-,,,2020,0/3,0/1,-,-,,,2019,-,0/1,-,-,,,2018,0/12,0/3,-,-,,,0/36,0/7,0/1,0/0,,
"Butsch, Justin",USA,1995-01-07,678,.2020,Left,,Hard,20%,-,-,,,,,,,,,,,,,,,861,0/2,0/1,0/1,-,-,-,687,13/12,2/3,7/5,-,-,4/4,854,18/20,9/9,9/11,-,-,-,739,43/22,37/11,6/11,-,-,-,89/62,58/27,27/31,0/0,0/0,4/4
"Edmund, Kyle",Great Britain,1994-10-26,943,.2017,Right,2012,Grass,50%,473,-,-,7/10,7/6,0/4,-,-,-,581,10/5,-,4/4,1/1,-,5/0,,,,,,,,48,19/12,0/1,5/6,5/3,-,9/2,69,22/23,2/6,12/11,2/3,3/3,3/0,14,37/21,12/6,16/11,4/1,4/3,1/0,289/189,99/52,126/94,29/13,13/23,22/7
